booking_id,employee_id,booking_date,requested_start_datetime,allocated_start_datetime,requested_end_datetime,allocated_end_datetime,requested_duration_minutes,max_time_flexibility_minutes,requested_room_type,allocated_room_id,allocated_room_type,requested_floor,allocated_floor,requested_capacity,room_capacity,time_relaxation_minutes,allocation_rule,booking_status
RB29322,E0422,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:15:00,2025-12-02 11:30:00,2025-12-02 11:30:00,75,15,Conference,R036,Training,5,4.0,2,4.0,0.0,similar_type_any_floor,Allocated
RB30669,E0792,2025-12-02,2025-12-02 09:30:00,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 11:15:00,60,60,Conference,R008,Meeting,3,1.0,16,16.0,45.0,similar_type_any_floor,Allocated
RB31561,E0205,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:15:00,2025-12-02 11:30:00,2025-12-02 11:45:00,90,15,Training,R038,Meeting,4,4.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB35692,E0647,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:15:00,2025-12-02 10:45:00,2025-12-02 11:00:00,45,60,Meeting,R024,Meeting,3,3.0,8,8.0,15.0,exact_type_exact_floor,Allocated
RB36446,E0109,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:15:00,2025-12-02 11:15:00,2025-12-02 11:30:00,75,15,Meeting,R025,Meeting,2,3.0,8,8.0,15.0,exact_type_nearby_floor,Allocated
RB38869,E0724,2025-12-02,2025-12-02 09:45:00,2025-12-02 10:15:00,2025-12-02 11:15:00,2025-12-02 11:45:00,90,30,Training,R015,Conference,2,2.0,6,8.0,30.0,similar_type_exact_floor,Allocated
RB39872,E0312,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:15:00,2025-12-02 11:15:00,2025-12-02 11:30:00,75,15,Meeting,R045,Conference,2,5.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB07777,E0870,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:30:00,2025-12-02 11:30:00,2025-12-02 12:00:00,90,60,Meeting,R034,Conference,4,4.0,10,16.0,30.0,similar_type_exact_floor,Allocated
RB13606,E0078,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:30:00,2025-12-02 11:15:00,2025-12-02 11:15:00,45,30,Training,R033,Training,4,4.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB20105,E0785,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:30:00,2025-12-02 12:15:00,2025-12-02 12:15:00,105,15,Training,R029,Training,3,3.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB24385,E0260,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 11:15:00,2025-12-02 11:30:00,60,30,Conference,R007,Conference,1,1.0,6,8.0,15.0,exact_type_exact_floor,Allocated
RB25698,E0199,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 11:30:00,2025-12-02 11:45:00,75,30,Training,R049,Training,5,5.0,8,8.0,15.0,exact_type_exact_floor,Allocated
RB26487,E0734,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:30:00,2025-12-02 11:00:00,2025-12-02 11:00:00,30,0,Meeting,R031,Conference,3,4.0,2,4.0,0.0,similar_type_any_floor,Allocated
RB27886,E0985,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 11:00:00,2025-12-02 11:15:00,45,30,Conference,R011,Focus,2,2.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB27907,E0215,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 10:45:00,2025-12-02 11:00:00,30,15,Conference,R004,Meeting,4,1.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB37797,E0268,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:30:00,2025-12-02 11:00:00,2025-12-02 11:15:00,45,15,Meeting,R017,Focus,4,2.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB38099,E0460,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:30:00,2025-12-02 11:45:00,2025-12-02 11:45:00,75,0,Meeting,R035,Training,4,4.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB05650,E0974,2025-12-02,2025-12-02 10:15:00,2025-12-02 10:45:00,2025-12-02 11:30:00,2025-12-02 12:00:00,75,30,Meeting,R018,Training,5,2.0,10,16.0,30.0,similar_type_any_floor,Allocated
RB10533,E0652,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:45:00,2025-12-02 11:30:00,2025-12-02 11:45:00,60,30,Conference,R003,Meeting,4,1.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB12635,E0063,2025-12-02,2025-12-02 10:45:00,2025-12-02 10:45:00,2025-12-02 11:30:00,2025-12-02 11:30:00,45,15,Conference,R042,Conference,4,5.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB20894,E0378,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:45:00,2025-12-02 11:45:00,2025-12-02 12:00:00,75,60,Meeting,R043,Focus,5,5.0,6,8.0,15.0,similar_type_exact_floor,Allocated
RB35551,E0924,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:45:00,2025-12-02 11:15:00,2025-12-02 11:30:00,45,15,Meeting,R006,Focus,5,1.0,16,16.0,15.0,similar_type_any_floor,Allocated
RB36773,E0276,2025-12-02,2025-12-02 10:30:00,2025-12-02 10:45:00,2025-12-02 12:15:00,2025-12-02 12:30:00,105,30,Conference,R027,Focus,4,3.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB06654,E0572,2025-12-02,2025-12-02 11:00:00,2025-12-02 11:00:00,2025-12-02 12:15:00,2025-12-02 12:15:00,75,15,Meeting,R024,Meeting,3,3.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB14202,E0024,2025-12-02,2025-12-02 10:45:00,2025-12-02 11:00:00,2025-12-02 11:45:00,2025-12-02 12:00:00,60,60,Conference,R040,Training,3,4.0,12,16.0,15.0,similar_type_any_floor,Allocated
RB19655,E0588,2025-12-02,2025-12-02 11:00:00,2025-12-02 11:00:00,2025-12-02 11:45:00,2025-12-02 11:45:00,45,15,Meeting,R004,Meeting,5,1.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB16646,E0552,2025-12-02,2025-12-02 11:15:00,2025-12-02 11:15:00,2025-12-02 12:30:00,2025-12-02 12:30:00,75,0,Focus,R028,Focus,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB17262,E0552,2025-12-02,2025-12-02 11:30:00,2025-12-02 11:30:00,2025-12-02 13:30:00,2025-12-02 13:30:00,120,60,Focus,R011,Focus,2,2.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB23196,E0205,2025-12-02,2025-12-02 11:30:00,2025-12-02 11:30:00,2025-12-02 12:30:00,2025-12-02 12:30:00,60,30,Training,R046,Training,4,5.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB14238,E0159,2025-12-02,2025-12-02 11:45:00,2025-12-02 11:45:00,2025-12-02 13:30:00,2025-12-02 13:30:00,105,60,Focus,R041,Focus,5,5.0,2,16.0,0.0,exact_type_exact_floor,Allocated
RB32655,E0534,2025-12-02,2025-12-02 11:45:00,2025-12-02 11:45:00,2025-12-02 12:30:00,2025-12-02 12:30:00,45,0,Training,R021,Training,3,3.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB01897,E0132,2025-12-02,2025-12-02 09:45:00,,2025-12-02 11:00:00,,75,15,Conference,,,2,,6,,,skipped_no_room_available,Skipped
RB03722,E0621,2025-12-02,2025-12-02 10:00:00,,2025-12-02 11:15:00,,75,0,Training,,,4,,10,,,skipped_no_room_available,Skipped
RB09403,E0479,2025-12-02,2025-12-02 09:30:00,,2025-12-02 11:00:00,,90,0,Meeting,,,4,,10,,,skipped_no_room_available,Skipped
RB10131,E0164,2025-12-02,2025-12-02 09:00:00,,2025-12-02 10:00:00,,60,0,Conference,,,4,,10,,,skipped_no_room_available,Skipped
RB10652,E0269,2025-12-02,2025-12-02 08:30:00,,2025-12-02 10:00:00,,90,0,Conference,,,5,,10,,,skipped_no_room_available,Skipped
RB11524,E0279,2025-12-02,2025-12-02 09:30:00,,2025-12-02 10:30:00,,60,0,Meeting,,,5,,10,,,skipped_no_room_available,Skipped
RB12677,E0417,2025-12-02,2025-12-02 08:30:00,,2025-12-02 10:00:00,,90,0,Meeting,,,4,,10,,,skipped_no_room_available,Skipped
RB13626,E0165,2025-12-02,2025-12-02 08:30:00,,2025-12-02 09:00:00,,30,15,Meeting,,,2,,10,,,skipped_no_room_available,Skipped
RB14844,E0473,2025-12-02,2025-12-02 08:30:00,,2025-12-02 09:15:00,,45,0,Focus,,,1,,12,,,skipped_no_room_available,Skipped
RB15529,E0297,2025-12-02,2025-12-02 08:30:00,,2025-12-02 09:30:00,,60,0,Conference,,,4,,10,,,skipped_no_room_available,Skipped
RB21534,E0688,2025-12-02,2025-12-02 09:45:00,,2025-12-02 11:00:00,,75,0,Meeting,,,4,,12,,,skipped_no_room_available,Skipped
RB23229,E0506,2025-12-02,2025-12-02 09:30:00,,2025-12-02 10:30:00,,60,15,Training,,,5,,6,,,skipped_no_room_available,Skipped
RB25730,E0755,2025-12-02,2025-12-02 10:45:00,,2025-12-02 11:45:00,,60,0,Conference,,,1,,16,,,skipped_no_room_available,Skipped
RB27547,E0912,2025-12-02,2025-12-02 08:45:00,,2025-12-02 09:45:00,,60,15,Focus,,,2,,10,,,skipped_no_room_available,Skipped
RB28714,E0026,2025-12-02,2025-12-02 10:15:00,,2025-12-02 12:15:00,,120,0,Focus,,,3,,10,,,skipped_no_room_available,Skipped
RB32175,E0487,2025-12-02,2025-12-02 08:30:00,,2025-12-02 09:30:00,,60,0,Meeting,,,4,,10,,,skipped_no_room_available,Skipped
RB32484,E0288,2025-12-02,2025-12-02 09:15:00,,2025-12-02 10:00:00,,45,30,Training,,,3,,16,,,skipped_no_room_available,Skipped
RB33826,E0091,2025-12-02,2025-12-02 10:00:00,,2025-12-02 11:00:00,,60,30,Conference,,,1,,16,,,skipped_no_room_available,Skipped
RB35353,E0151,2025-12-02,2025-12-02 09:45:00,,2025-12-02 11:15:00,,90,15,Meeting,,,5,,8,,,skipped_no_room_available,Skipped
RB36721,E0654,2025-12-02,2025-12-02 09:15:00,,2025-12-02 09:45:00,,30,30,Focus,,,4,,12,,,skipped_no_room_available,Skipped
RB37075,E0013,2025-12-02,2025-12-02 10:30:00,,2025-12-02 11:45:00,,75,0,Meeting,,,1,,6,,,skipped_no_room_available,Skipped
RB37259,E0550,2025-12-02,2025-12-02 09:45:00,,2025-12-02 10:15:00,,30,30,Training,,,4,,12,,,skipped_no_room_available,Skipped
RB39444,E1000,2025-12-03,2025-12-03 08:30:00,2025-12-03 07:30:00,2025-12-03 09:15:00,2025-12-03 08:15:00,45,60,Training,R006,Focus,1,1.0,12,16.0,60.0,similar_type_exact_floor,Allocated
RB04257,E0496,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:00:00,2025-12-03 09:00:00,60,0,Meeting,R008,Meeting,1,1.0,10,16.0,0.0,exact_type_exact_floor,Allocated
RB07889,E0749,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:30:00,2025-12-03 09:30:00,90,60,Conference,R034,Conference,2,4.0,16,16.0,0.0,exact_type_any_floor,Allocated
RB14581,E0388,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:15:00,2025-12-03 09:15:00,75,0,Meeting,R003,Meeting,1,1.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB23004,E0899,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:00:00,2025-12-03 09:00:00,60,15,Conference,R005,Training,1,1.0,16,16.0,0.0,similar_type_exact_floor,Allocated
RB24961,E0387,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:00:00,2025-12-03 09:00:00,60,0,Training,R018,Training,2,2.0,12,16.0,0.0,exact_type_exact_floor,Allocated
RB26325,E0321,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:15:00,2025-12-03 09:15:00,75,30,Focus,R011,Focus,2,2.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB38059,E0294,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:30:00,2025-12-03 09:30:00,90,30,Conference,R040,Training,2,4.0,10,16.0,0.0,similar_type_any_floor,Allocated
RB38417,E0232,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:00:00,2025-12-03 09:00:00,2025-12-03 09:00:00,60,15,Meeting,R004,Meeting,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB07813,E0741,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,90,0,Focus,R041,Focus,4,5.0,10,16.0,0.0,exact_type_nearby_floor,Allocated
RB10352,E0591,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:00:00,2025-12-03 09:00:00,45,30,Conference,R006,Focus,4,1.0,10,16.0,0.0,similar_type_any_floor,Allocated
RB16038,E0232,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:00:00,2025-12-03 09:00:00,45,60,Meeting,R024,Meeting,1,3.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB16056,E0698,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 10:15:00,2025-12-03 10:15:00,120,0,Conference,R001,Conference,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB18122,E0817,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:30:00,2025-12-03 09:30:00,75,15,Focus,R017,Focus,2,2.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB22730,E0380,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:15:00,2025-12-03 09:15:00,60,30,Meeting,R025,Meeting,3,3.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB23670,E0180,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,90,60,Conference,R007,Conference,1,1.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB28452,E0642,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 10:00:00,2025-12-03 10:00:00,105,60,Meeting,R038,Meeting,3,4.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB29708,E0012,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:30:00,2025-12-03 09:30:00,75,30,Meeting,R044,Meeting,5,5.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB30778,E0237,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:30:00,2025-12-03 09:30:00,75,60,Training,R046,Training,5,5.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB32292,E0730,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 09:30:00,2025-12-03 09:30:00,75,60,Training,R021,Training,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB33256,E0247,2025-12-03,2025-12-03 08:15:00,2025-12-03 08:15:00,2025-12-03 08:45:00,2025-12-03 08:45:00,30,60,Meeting,R010,Conference,1,1.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB03362,E0120,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:15:00,2025-12-03 10:15:00,105,30,Training,R049,Training,2,5.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB04329,E0183,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 09:15:00,2025-12-03 09:15:00,45,0,Meeting,R030,Meeting,1,3.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB11224,E0130,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:15:00,2025-12-03 10:15:00,105,60,Meeting,R023,Conference,4,3.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB12284,E0233,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:00:00,2025-12-03 10:00:00,90,30,Focus,R027,Focus,3,3.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB13991,E0055,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 09:45:00,2025-12-03 09:45:00,75,60,Conference,R015,Conference,3,2.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB17435,E0542,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:00:00,2025-12-03 10:00:00,90,0,Training,R033,Training,5,4.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB19419,E0812,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 09:15:00,2025-12-03 09:15:00,45,60,Meeting,R002,Focus,1,1.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB32935,E0992,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:00:00,2025-12-03 10:00:00,90,120,Conference,R012,Conference,3,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB37696,E0737,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 09:30:00,2025-12-03 09:30:00,60,60,Training,R045,Conference,3,5.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB37756,E0831,2025-12-03,2025-12-03 08:30:00,2025-12-03 08:30:00,2025-12-03 10:00:00,2025-12-03 10:00:00,90,30,Meeting,R039,Meeting,3,4.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB13437,E0544,2025-12-03,2025-12-03 08:45:00,2025-12-03 08:45:00,2025-12-03 09:45:00,2025-12-03 09:45:00,60,30,Conference,R013,Conference,3,2.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB14065,E0187,2025-12-03,2025-12-03 08:45:00,2025-12-03 08:45:00,2025-12-03 09:45:00,2025-12-03 09:45:00,60,0,Conference,R010,Conference,5,1.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB32157,E0486,2025-12-03,2025-12-03 08:45:00,2025-12-03 08:45:00,2025-12-03 10:00:00,2025-12-03 10:00:00,75,15,Focus,R009,Focus,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB00508,E0831,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:00:00,2025-12-03 10:00:00,60,15,Meeting,R024,Meeting,4,3.0,4,8.0,0.0,exact_type_nearby_floor,Allocated
RB01435,E0726,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:00:00,2025-12-03 10:00:00,60,0,Meeting,R004,Meeting,4,1.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB01947,E0895,2025-12-03,2025-12-03 08:30:00,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 09:30:00,30,30,Training,R005,Training,5,1.0,16,16.0,30.0,exact_type_any_floor,Allocated
RB04561,E0013,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:00:00,2025-12-03 10:00:00,60,15,Meeting,R020,Focus,1,2.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB11257,E0692,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:00:00,2025-12-03 10:00:00,60,60,Training,R043,Focus,3,5.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB12689,E0446,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 09:30:00,2025-12-03 09:30:00,30,60,Focus,R032,Focus,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB13237,E0711,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 09:45:00,2025-12-03 09:45:00,45,0,Meeting,R050,Focus,4,5.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB17539,E0194,2025-12-03,2025-12-03 08:15:00,2025-12-03 09:00:00,2025-12-03 09:15:00,2025-12-03 10:00:00,60,120,Training,R018,Training,4,2.0,16,16.0,45.0,exact_type_any_floor,Allocated
RB20286,E0760,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:30:00,2025-12-03 10:30:00,90,0,Meeting,R042,Conference,5,5.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB21153,E0135,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:30:00,2025-12-03 10:30:00,90,15,Meeting,R031,Conference,4,4.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB22690,E0999,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 10:30:00,2025-12-03 10:30:00,90,30,Meeting,R014,Conference,1,2.0,4,4.0,0.0,similar_type_any_floor,Allocated
RB24198,E0012,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 09:45:00,2025-12-03 09:45:00,45,30,Focus,R047,Focus,5,5.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB28364,E0647,2025-12-03,2025-12-03 08:15:00,2025-12-03 09:00:00,2025-12-03 09:45:00,2025-12-03 10:30:00,90,120,Meeting,R008,Meeting,3,1.0,10,16.0,45.0,exact_type_any_floor,Allocated
RB29146,E0343,2025-12-03,2025-12-03 08:30:00,2025-12-03 09:00:00,2025-12-03 09:30:00,2025-12-03 10:00:00,60,30,Conference,R006,Focus,4,1.0,16,16.0,30.0,similar_type_any_floor,Allocated
RB32445,E0670,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 09:30:00,2025-12-03 09:30:00,30,30,Conference,R026,Training,1,3.0,2,4.0,0.0,similar_type_any_floor,Allocated
RB33042,E0908,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:00:00,2025-12-03 11:00:00,2025-12-03 11:00:00,120,120,Meeting,R016,Focus,2,2.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB00888,E0769,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,30,15,Meeting,R025,Meeting,1,3.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB01056,E0214,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:30:00,2025-12-03 10:30:00,75,0,Training,R029,Training,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB01088,E0938,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,30,0,Focus,R048,Focus,5,5.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB02057,E0040,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:30:00,2025-12-03 10:30:00,75,60,Meeting,R011,Focus,4,2.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB05601,E0192,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:30:00,2025-12-03 10:30:00,75,30,Conference,R019,Focus,2,2.0,2,4.0,0.0,similar_type_exact_floor,Allocated
RB06730,E0312,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:15:00,2025-12-03 10:15:00,60,60,Meeting,R030,Meeting,2,3.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB09484,E0051,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:15:00,2025-12-03 10:15:00,60,0,Focus,R002,Focus,3,1.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB10769,E0650,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,30,0,Conference,R035,Training,2,4.0,4,4.0,0.0,similar_type_any_floor,Allocated
RB14701,E0878,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:00:00,2025-12-03 10:00:00,45,15,Training,R036,Training,1,4.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB20064,E0172,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 10:30:00,2025-12-03 10:30:00,75,0,Meeting,R022,Focus,3,3.0,2,4.0,0.0,similar_type_exact_floor,Allocated
RB21231,E0273,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:15:00,2025-12-03 10:15:00,2025-12-03 10:30:00,75,60,Meeting,R003,Meeting,2,1.0,8,8.0,15.0,exact_type_nearby_floor,Allocated
RB30615,E0127,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 11:15:00,2025-12-03 11:15:00,120,15,Conference,R037,Training,1,4.0,4,4.0,0.0,similar_type_any_floor,Allocated
RB37260,E0049,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:15:00,2025-12-03 09:45:00,2025-12-03 09:45:00,30,15,Meeting,R028,Focus,5,3.0,4,4.0,0.0,similar_type_any_floor,Allocated
RB09375,E0860,2025-12-03,2025-12-03 09:00:00,2025-12-03 09:30:00,2025-12-03 10:15:00,2025-12-03 10:45:00,75,30,Meeting,R040,Training,5,4.0,10,16.0,30.0,similar_type_any_floor,Allocated
RB11333,E0397,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:30:00,2025-12-03 10:45:00,2025-12-03 11:00:00,90,30,Focus,R017,Focus,3,2.0,6,8.0,15.0,exact_type_nearby_floor,Allocated
RB13009,E0109,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:30:00,2025-12-03 10:45:00,2025-12-03 11:00:00,90,15,Meeting,R045,Conference,2,5.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB13269,E0856,2025-12-03,2025-12-03 09:30:00,2025-12-03 09:30:00,2025-12-03 10:30:00,2025-12-03 10:30:00,60,0,Training,R021,Training,1,3.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB20457,E0005,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:30:00,2025-12-03 11:15:00,2025-12-03 11:30:00,120,120,Meeting,R046,Training,5,5.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB21104,E0558,2025-12-03,2025-12-03 08:45:00,2025-12-03 09:30:00,2025-12-03 09:45:00,2025-12-03 10:30:00,60,60,Conference,R034,Conference,5,4.0,12,16.0,45.0,exact_type_nearby_floor,Allocated
RB23538,E0387,2025-12-03,2025-12-03 08:45:00,2025-12-03 09:30:00,2025-12-03 10:15:00,2025-12-03 11:00:00,90,60,Training,R005,Training,1,1.0,16,16.0,45.0,exact_type_exact_floor,Allocated
RB24689,E0011,2025-12-03,2025-12-03 09:30:00,2025-12-03 09:30:00,2025-12-03 11:00:00,2025-12-03 11:00:00,90,60,Training,R026,Training,5,3.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB26314,E0884,2025-12-03,2025-12-03 09:30:00,2025-12-03 09:30:00,2025-12-03 10:30:00,2025-12-03 10:30:00,60,15,Conference,R032,Focus,4,4.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB37803,E0311,2025-12-03,2025-12-03 09:15:00,2025-12-03 09:30:00,2025-12-03 10:00:00,2025-12-03 10:15:00,45,60,Meeting,R044,Meeting,2,5.0,2,4.0,15.0,exact_type_any_floor,Allocated
RB03402,E0065,2025-12-03,2025-12-03 09:45:00,2025-12-03 09:45:00,2025-12-03 11:45:00,2025-12-03 11:45:00,120,15,Conference,R013,Conference,4,2.0,2,4.0,0.0,exact_type_any_floor,Allocated
