booking_id,employee_id,booking_date,requested_start_datetime,requested_end_datetime,requested_duration_minutes,requested_room_type,requested_capacity,max_time_flexibility_minutes,requested_floor
RB30460,E0877,2025-11-24,2025-11-24 09:45:00,2025-11-24 11:00:00,75,Conference,8,60,3
RB37322,E0431,2025-11-24,2025-11-24 09:45:00,2025-11-24 10:45:00,60,Conference,16,15,2
RB01094,E0779,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:30:00,90,Training,6,15,3
RB05990,E0869,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:00:00,60,Conference,8,60,4
RB09296,E0310,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:30:00,90,Conference,6,30,1
RB10327,E0603,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:15:00,75,Training,2,60,2
RB12696,E0024,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:30:00,90,Conference,10,30,3
RB12813,E0368,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:00:00,60,Conference,2,120,5
RB14507,E0394,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:00:00,60,Training,12,30,4
RB14821,E0748,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:30:00,90,Conference,10,30,4
RB22561,E0823,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:15:00,75,Conference,8,60,4
RB25130,E0125,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:45:00,45,Conference,4,0,3
RB25936,E0318,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:30:00,30,Meeting,6,15,1
RB30057,E0684,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:00:00,60,Meeting,6,30,5
RB32165,E0199,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:30:00,30,Meeting,8,15,5
RB35453,E0558,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:30:00,30,Conference,12,120,5
RB36868,E0134,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:30:00,30,Meeting,2,15,2
RB37197,E0691,2025-11-24,2025-11-24 10:00:00,2025-11-24 10:30:00,30,Meeting,12,0,3
RB38577,E0037,2025-11-24,2025-11-24 10:00:00,2025-11-24 11:30:00,90,Conference,12,15,1
RB02382,E0517,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:45:00,90,Training,8,0,2
RB03422,E0136,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:15:00,60,Conference,8,30,2
RB03860,E0634,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:15:00,60,Training,12,0,3
RB05075,E0262,2025-11-24,2025-11-24 10:15:00,2025-11-24 10:45:00,30,Meeting,10,60,4
RB06976,E0363,2025-11-24,2025-11-24 10:15:00,2025-11-24 10:45:00,30,Meeting,4,60,4
RB10404,E0639,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:15:00,60,Training,4,30,1
RB10945,E0419,2025-11-24,2025-11-24 10:15:00,2025-11-24 10:45:00,30,Focus,10,30,3
RB12073,E0318,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:30:00,75,Meeting,4,0,1
RB16236,E0742,2025-11-24,2025-11-24 10:15:00,2025-11-24 12:00:00,105,Focus,16,30,3
RB19711,E0493,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:45:00,90,Training,4,15,3
RB21729,E0505,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:15:00,60,Meeting,10,60,3
RB22252,E0279,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:30:00,75,Meeting,8,60,5
RB23868,E0865,2025-11-24,2025-11-24 10:15:00,2025-11-24 12:00:00,105,Meeting,4,0,5
RB24171,E0790,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:30:00,75,Meeting,4,60,1
RB27140,E0869,2025-11-24,2025-11-24 10:15:00,2025-11-24 12:00:00,105,Conference,8,30,5
RB29613,E0052,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:45:00,90,Conference,2,60,2
RB32801,E0775,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:00:00,45,Training,12,60,1
RB35041,E0865,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:30:00,75,Meeting,4,0,5
RB36089,E0463,2025-11-24,2025-11-24 10:15:00,2025-11-24 11:15:00,60,Conference,6,30,4
RB02086,E0034,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:45:00,75,Meeting,16,0,2
RB09794,E0170,2025-11-24,2025-11-24 10:30:00,2025-11-24 12:00:00,90,Meeting,6,60,2
RB12480,E0328,2025-11-24,2025-11-24 10:30:00,2025-11-24 12:00:00,90,Conference,8,60,4
RB23019,E0908,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:15:00,45,Focus,4,15,2
RB25473,E0884,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:00:00,30,Conference,4,15,4
RB26076,E0027,2025-11-24,2025-11-24 10:30:00,2025-11-24 12:30:00,120,Training,8,30,4
RB28200,E0037,2025-11-24,2025-11-24 10:30:00,2025-11-24 12:00:00,90,Conference,10,60,1
RB28918,E0336,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:45:00,75,Meeting,4,15,1
RB29568,E0383,2025-11-24,2025-11-24 10:30:00,2025-11-24 12:30:00,120,Meeting,8,60,4
RB30626,E0064,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:45:00,75,Conference,8,60,2
RB32024,E0583,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:00:00,30,Meeting,4,0,4
RB37264,E0290,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:45:00,75,Meeting,16,30,1
RB38191,E0902,2025-11-24,2025-11-24 10:30:00,2025-11-24 11:30:00,60,Meeting,4,30,1
RB00657,E0588,2025-11-24,2025-11-24 10:45:00,2025-11-24 11:30:00,45,Meeting,2,0,5
RB04221,E0455,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:30:00,105,Meeting,10,15,3
RB11408,E0245,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:15:00,90,Meeting,4,30,2
RB12790,E0807,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:00:00,75,Training,8,60,5
RB14812,E0888,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:15:00,90,Meeting,10,60,4
RB17446,E0422,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:30:00,105,Meeting,2,120,5
RB20247,E0318,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:00:00,75,Meeting,8,0,1
RB26611,E0182,2025-11-24,2025-11-24 10:45:00,2025-11-24 11:45:00,60,Focus,4,30,5
RB29287,E0652,2025-11-24,2025-11-24 10:45:00,2025-11-24 11:30:00,45,Conference,6,30,1
RB33431,E0056,2025-11-24,2025-11-24 10:45:00,2025-11-24 11:15:00,30,Meeting,6,15,1
RB39661,E0943,2025-11-24,2025-11-24 10:45:00,2025-11-24 12:30:00,105,Meeting,6,0,2
RB20220,E0807,2025-11-24,2025-11-24 11:00:00,2025-11-24 13:00:00,120,Training,6,15,5
RB09884,E0176,2025-11-24,2025-11-24 11:15:00,2025-11-24 11:45:00,30,Meeting,8,60,2
RB00789,E0934,2025-11-24,2025-11-24 11:30:00,2025-11-24 13:00:00,90,Training,8,30,2
RB06932,E0667,2025-11-24,2025-11-24 11:30:00,2025-11-24 12:30:00,60,Training,6,60,3
RB09041,E0877,2025-11-24,2025-11-24 11:30:00,2025-11-24 12:30:00,60,Conference,12,60,3
RB38382,E0657,2025-11-24,2025-11-24 11:30:00,2025-11-24 12:30:00,60,Training,4,0,1
RB12586,E0696,2025-11-24,2025-11-24 11:45:00,2025-11-24 13:15:00,90,Training,4,60,1
RB17127,E0612,2025-11-24,2025-11-24 11:45:00,2025-11-24 12:15:00,30,Focus,6,0,3
RB02211,E0390,2025-11-25,2025-11-25 08:00:00,2025-11-25 09:30:00,90,Conference,16,0,5
RB05319,E0057,2025-11-25,2025-11-25 08:00:00,2025-11-25 09:15:00,75,Meeting,10,60,4
RB10573,E0012,2025-11-25,2025-11-25 08:00:00,2025-11-25 08:30:00,30,Meeting,4,60,5
RB14786,E0081,2025-11-25,2025-11-25 08:00:00,2025-11-25 08:45:00,45,Conference,2,15,4
RB30969,E0618,2025-11-25,2025-11-25 08:00:00,2025-11-25 09:30:00,90,Conference,10,0,4
RB37030,E0960,2025-11-25,2025-11-25 08:00:00,2025-11-25 08:45:00,45,Meeting,6,30,4
RB39232,E0771,2025-11-25,2025-11-25 08:00:00,2025-11-25 09:00:00,60,Focus,8,30,4
RB03203,E0359,2025-11-25,2025-11-25 08:15:00,2025-11-25 08:45:00,30,Focus,2,0,4
RB06210,E0704,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Meeting,4,30,5
RB09714,E0016,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Training,8,120,3
RB10715,E0135,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Meeting,8,30,4
RB11385,E0937,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:45:00,90,Conference,8,0,3
RB12402,E0944,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Focus,2,0,5
RB19862,E0899,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:45:00,90,Conference,2,15,1
RB24028,E0294,2025-11-25,2025-11-25 08:15:00,2025-11-25 08:45:00,30,Conference,12,30,2
RB25526,E0535,2025-11-25,2025-11-25 08:15:00,2025-11-25 08:45:00,30,Meeting,4,30,4
RB28393,E0967,2025-11-25,2025-11-25 08:15:00,2025-11-25 10:15:00,120,Focus,8,60,2
RB28911,E0856,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Meeting,2,30,1
RB31722,E1000,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Training,8,30,1
RB32662,E0295,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Training,12,120,4
RB34162,E0194,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:45:00,90,Focus,6,30,4
RB36124,E0321,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:15:00,60,Focus,8,120,4
RB36226,E0937,2025-11-25,2025-11-25 08:15:00,2025-11-25 09:45:00,90,Conference,6,30,4
RB03008,E0631,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Conference,6,60,1
RB06270,E0313,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Meeting,6,15,3
RB10195,E0833,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Focus,6,0,3
RB11098,E0582,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Meeting,2,60,5
RB12866,E0827,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Training,6,60,5
RB15512,E0513,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Conference,8,0,4
RB21352,E0805,2025-11-25,2025-11-25 08:30:00,2025-11-25 10:00:00,90,Meeting,10,60,3
RB23248,E0400,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:45:00,75,Conference,16,60,5
RB24401,E0904,2025-11-25,2025-11-25 08:30:00,2025-11-25 10:00:00,90,Meeting,2,30,4
RB28749,E0414,2025-11-25,2025-11-25 08:30:00,2025-11-25 10:00:00,90,Conference,10,60,1
RB31605,E0834,2025-11-25,2025-11-25 08:30:00,2025-11-25 10:00:00,90,Conference,12,0,2
RB35276,E0101,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:30:00,60,Training,6,120,2
RB35675,E0743,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:45:00,75,Training,6,30,3
RB36147,E0202,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:00:00,30,Conference,16,120,4
RB38675,E0709,2025-11-25,2025-11-25 08:30:00,2025-11-25 09:15:00,45,Meeting,8,15,2
RB00464,E0636,2025-11-25,2025-11-25 08:45:00,2025-11-25 10:15:00,90,Meeting,2,120,1
RB02106,E0162,2025-11-25,2025-11-25 08:45:00,2025-11-25 09:30:00,45,Meeting,12,30,4
RB04371,E0004,2025-11-25,2025-11-25 08:45:00,2025-11-25 09:45:00,60,Meeting,12,30,1
RB06469,E0743,2025-11-25,2025-11-25 08:45:00,2025-11-25 10:15:00,90,Training,10,15,3
RB16209,E0177,2025-11-25,2025-11-25 08:45:00,2025-11-25 09:30:00,45,Focus,4,30,2
RB22381,E0501,2025-11-25,2025-11-25 08:45:00,2025-11-25 09:30:00,45,Training,8,60,3
RB31014,E0269,2025-11-25,2025-11-25 08:45:00,2025-11-25 09:45:00,60,Conference,8,15,5
RB33210,E0677,2025-11-25,2025-11-25 08:45:00,2025-11-25 10:15:00,90,Conference,12,15,4
RB02711,E0838,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:00:00,60,Training,4,0,4
RB08268,E0334,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Conference,6,120,1
RB10426,E0442,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Meeting,4,60,5
RB14845,E0955,2025-11-25,2025-11-25 09:00:00,2025-11-25 11:00:00,120,Focus,4,60,2
RB16574,E0540,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:00:00,60,Conference,4,120,4
RB18463,E0344,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:30:00,90,Meeting,4,15,4
RB24662,E0545,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Meeting,6,0,4
RB26057,E0304,2025-11-25,2025-11-25 09:00:00,2025-11-25 09:30:00,30,Conference,8,15,2
RB27674,E0646,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Meeting,6,120,5
RB28394,E0614,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:00:00,60,Training,16,15,3
RB32791,E0466,2025-11-25,2025-11-25 09:00:00,2025-11-25 09:45:00,45,Conference,12,30,2
RB33951,E0898,2025-11-25,2025-11-25 09:00:00,2025-11-25 09:45:00,45,Meeting,16,15,4
RB35837,E0366,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Meeting,8,15,2
RB36413,E0247,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:15:00,75,Focus,8,30,1
RB36644,E0882,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:30:00,90,Meeting,8,60,1
RB37119,E0526,2025-11-25,2025-11-25 09:00:00,2025-11-25 10:30:00,90,Meeting,4,60,1
RB37390,E0954,2025-11-25,2025-11-25 09:00:00,2025-11-25 09:30:00,30,Meeting,6,0,1
RB01171,E0986,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:45:00,90,Conference,10,15,5
RB02733,E0607,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:15:00,60,Meeting,16,120,4
RB07639,E0248,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:30:00,75,Training,10,60,5
RB08496,E0526,2025-11-25,2025-11-25 09:15:00,2025-11-25 09:45:00,30,Meeting,4,60,1
RB08668,E0639,2025-11-25,2025-11-25 09:15:00,2025-11-25 11:15:00,120,Training,2,30,3
RB12572,E0307,2025-11-25,2025-11-25 09:15:00,2025-11-25 11:00:00,105,Training,4,15,4
RB14846,E0422,2025-11-25,2025-11-25 09:15:00,2025-11-25 09:45:00,30,Meeting,4,30,5
RB18263,E0316,2025-11-25,2025-11-25 09:15:00,2025-11-25 11:00:00,105,Training,2,15,4
RB19267,E0654,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:45:00,90,Focus,2,15,4
RB19488,E0191,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:15:00,60,Focus,10,30,4
RB23908,E0771,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:30:00,75,Focus,10,60,4
RB25683,E0979,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:45:00,90,Meeting,16,15,4
RB28242,E0142,2025-11-25,2025-11-25 09:15:00,2025-11-25 11:00:00,105,Meeting,2,30,3
RB32281,E0979,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:00:00,45,Meeting,10,30,1
RB32909,E0209,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:00:00,45,Meeting,16,60,4
RB35811,E0924,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:15:00,60,Meeting,16,30,5
RB36107,E0344,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:15:00,60,Training,4,30,1
RB36271,E0602,2025-11-25,2025-11-25 09:15:00,2025-11-25 09:45:00,30,Conference,10,60,5
RB36316,E0641,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:45:00,90,Focus,4,15,1
RB37752,E0722,2025-11-25,2025-11-25 09:15:00,2025-11-25 10:15:00,60,Meeting,4,15,4
RB00366,E0128,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:00:00,90,Conference,8,0,5
RB02261,E0098,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:00:00,30,Meeting,2,30,2
RB07227,E0626,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:30:00,120,Training,2,60,5
RB08547,E0074,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:30:00,60,Meeting,8,60,4
RB08903,E0445,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:00:00,90,Conference,4,0,2
RB09011,E0323,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:30:00,60,Meeting,10,60,5
RB09337,E0080,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:15:00,45,Meeting,4,30,3
RB12662,E0139,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:00:00,90,Meeting,6,120,1
RB14404,E0197,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:30:00,60,Training,2,15,4
RB16749,E0229,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:30:00,120,Meeting,12,60,5
RB23469,E0410,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:00:00,90,Meeting,12,60,2
RB25140,E0083,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:45:00,75,Meeting,12,60,1
RB25709,E0826,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:00:00,90,Meeting,8,60,1
RB26633,E0068,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:30:00,60,Meeting,2,0,5
RB29771,E0371,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:45:00,75,Conference,6,120,3
RB31198,E0030,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:45:00,75,Meeting,2,15,5
RB34709,E0831,2025-11-25,2025-11-25 09:30:00,2025-11-25 11:30:00,120,Meeting,2,120,4
RB35479,E0267,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:00:00,30,Focus,2,60,2
RB38916,E0702,2025-11-25,2025-11-25 09:30:00,2025-11-25 10:45:00,75,Conference,12,0,5
RB01315,E0199,2025-11-25,2025-11-25 09:45:00,2025-11-25 11:15:00,90,Focus,8,30,5
RB02637,E0997,2025-11-25,2025-11-25 09:45:00,2025-11-25 10:30:00,45,Focus,8,0,5
RB06167,E0398,2025-11-25,2025-11-25 09:45:00,2025-11-25 10:45:00,60,Training,4,30,2
RB12668,E0019,2025-11-25,2025-11-25 09:45:00,2025-11-25 10:45:00,60,Meeting,16,30,3
RB17002,E0233,2025-11-25,2025-11-25 09:45:00,2025-11-25 11:15:00,90,Training,2,60,3
RB20260,E0057,2025-11-25,2025-11-25 09:45:00,2025-11-25 10:45:00,60,Meeting,6,120,4
RB34846,E0039,2025-11-25,2025-11-25 09:45:00,2025-11-25 10:30:00,45,Meeting,6,60,4
RB05977,E0957,2025-11-25,2025-11-25 10:00:00,2025-11-25 11:45:00,105,Conference,4,60,5
RB11661,E0634,2025-11-25,2025-11-25 10:00:00,2025-11-25 11:30:00,90,Training,12,15,3
RB14424,E0587,2025-11-25,2025-11-25 10:00:00,2025-11-25 10:30:00,30,Conference,6,15,1
RB21980,E0624,2025-11-25,2025-11-25 10:00:00,2025-11-25 10:30:00,30,Meeting,8,0,4
RB36747,E0633,2025-11-25,2025-11-25 10:00:00,2025-11-25 11:00:00,60,Conference,4,30,1
RB00227,E0953,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:45:00,90,Meeting,6,120,4
RB01639,E0665,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:00:00,45,Conference,6,30,5
RB02298,E0781,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:45:00,90,Conference,12,30,4
RB04701,E0117,2025-11-25,2025-11-25 10:15:00,2025-11-25 10:45:00,30,Conference,16,30,2
RB05767,E0054,2025-11-25,2025-11-25 10:15:00,2025-11-25 10:45:00,30,Conference,10,30,2
RB06885,E0980,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Meeting,6,120,4
RB10903,E0201,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:00:00,45,Meeting,16,15,4
RB12153,E0411,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:45:00,90,Meeting,4,15,2
RB14029,E0875,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:15:00,60,Training,8,60,2
RB14226,E0354,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Conference,10,120,2
RB21622,E0046,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Training,12,0,4
RB27378,E0273,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:15:00,60,Focus,12,30,3
RB28191,E0521,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Conference,6,0,4
RB28829,E0874,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Conference,6,30,4
RB33342,E0268,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:15:00,60,Training,8,0,4
RB33509,E0206,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:45:00,90,Training,10,15,5
RB34229,E0259,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:15:00,60,Conference,2,60,1
RB36810,E0131,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:15:00,60,Meeting,6,30,3
RB38719,E0240,2025-11-25,2025-11-25 10:15:00,2025-11-25 10:45:00,30,Focus,6,60,2
RB38763,E0206,2025-11-25,2025-11-25 10:15:00,2025-11-25 11:30:00,75,Training,10,60,5
RB00349,E0146,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:00:00,30,Conference,2,30,4
RB00712,E0131,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:15:00,45,Meeting,4,60,5
RB02135,E0134,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:00:00,30,Meeting,16,60,2
RB16049,E0037,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:30:00,60,Conference,12,30,1
RB17219,E0824,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:30:00,60,Training,10,30,4
RB18055,E0825,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:00:00,30,Focus,10,15,2
RB18902,E0726,2025-11-25,2025-11-25 10:30:00,2025-11-25 12:00:00,90,Meeting,6,30,4
RB21186,E0881,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:30:00,60,Conference,2,15,5
RB25355,E0199,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:00:00,30,Meeting,8,60,5
RB31392,E0262,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:15:00,45,Meeting,10,0,4
RB34083,E0984,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:30:00,60,Focus,4,0,5
RB35088,E0572,2025-11-25,2025-11-25 10:30:00,2025-11-25 11:00:00,30,Meeting,6,120,3
RB10398,E0959,2025-11-25,2025-11-25 10:45:00,2025-11-25 11:45:00,60,Meeting,4,120,4
RB19987,E0168,2025-11-25,2025-11-25 10:45:00,2025-11-25 11:30:00,45,Meeting,4,60,5
RB24864,E0523,2025-11-25,2025-11-25 10:45:00,2025-11-25 12:15:00,90,Meeting,10,15,4
RB25025,E0415,2025-11-25,2025-11-25 10:45:00,2025-11-25 12:15:00,90,Conference,12,15,2
RB01767,E0980,2025-11-25,2025-11-25 11:00:00,2025-11-25 12:00:00,60,Meeting,8,30,4
RB13531,E0649,2025-11-25,2025-11-25 11:00:00,2025-11-25 11:45:00,45,Meeting,4,15,4
RB32261,E0468,2025-11-25,2025-11-25 11:00:00,2025-11-25 12:00:00,60,Meeting,10,60,1
RB20245,E0449,2025-11-25,2025-11-25 11:15:00,2025-11-25 12:30:00,75,Training,10,60,3
RB39329,E0357,2025-11-25,2025-11-25 11:45:00,2025-11-25 13:15:00,90,Meeting,8,0,5
RB02595,E0929,2025-11-26,2025-11-26 08:00:00,2025-11-26 09:15:00,75,Conference,2,60,5
RB04894,E0315,2025-11-26,2025-11-26 08:00:00,2025-11-26 08:30:00,30,Meeting,2,60,4
RB08213,E0579,2025-11-26,2025-11-26 08:00:00,2025-11-26 09:30:00,90,Conference,6,0,1
RB11415,E0960,2025-11-26,2025-11-26 08:00:00,2025-11-26 09:45:00,105,Meeting,6,0,2
RB20872,E0032,2025-11-26,2025-11-26 08:00:00,2025-11-26 09:15:00,75,Meeting,4,15,5
RB34095,E0538,2025-11-26,2025-11-26 08:00:00,2025-11-26 09:30:00,90,Focus,6,60,1
RB03240,E0277,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:45:00,90,Conference,6,0,5
RB03510,E0700,2025-11-26,2025-11-26 08:15:00,2025-11-26 10:15:00,120,Training,2,60,2
RB05531,E0794,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:45:00,90,Meeting,4,30,2
RB09539,E0728,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:45:00,90,Training,4,30,1
RB10770,E0254,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Meeting,6,120,5
RB12671,E0010,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Meeting,8,120,3
RB14030,E0610,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:00:00,45,Meeting,6,120,4
RB22824,E0457,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Meeting,2,30,4
RB24176,E0917,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:30:00,75,Conference,8,0,1
RB24779,E0221,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Conference,8,60,5
RB25156,E0958,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Meeting,16,30,3
RB26748,E0269,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:30:00,75,Conference,10,60,5
RB28419,E0875,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:15:00,60,Focus,8,30,2
RB29698,E0156,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:00:00,45,Training,8,15,4
RB37807,E0285,2025-11-26,2025-11-26 08:15:00,2025-11-26 10:15:00,120,Training,6,30,3
RB38885,E0130,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:00:00,45,Meeting,10,15,2
RB39569,E0469,2025-11-26,2025-11-26 08:15:00,2025-11-26 09:30:00,75,Meeting,6,0,3
RB02768,E0717,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:00:00,30,Conference,4,120,4
RB04719,E0558,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:30:00,60,Conference,10,0,5
RB06618,E0155,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:30:00,60,Conference,6,0,3
RB07731,E0998,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:30:00,60,Conference,2,0,4
RB07875,E0247,2025-11-26,2025-11-26 08:30:00,2025-11-26 10:00:00,90,Training,10,60,1
RB07877,E0891,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:00:00,30,Training,4,120,1
RB11101,E1000,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:15:00,45,Training,6,15,1
RB15077,E0481,2025-11-26,2025-11-26 08:30:00,2025-11-26 09:15:00,45,Meeting,6,30,4
